Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/12 3:52:33 PM GMT+5:30,24,Others,Once a week,Groceries and Gourmet Food;Home and Kitchen,Yes,Rarely,Filter,Multiple pages,1,Maybe,Always,High shipping costs,Often,No,Never,No,1,Yes,4,3,User-friendly website/app interface,Shipping speed and reliability,383314
2023/06/04 6:31:41 PM GMT+5:30,40,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a week,Keyword,Multiple pages,3,Yes,Never,Changed my mind or no longer need the item,Often,No,Rarely,Sometimes,3,Yes,2,1,.,Nil,241940
2023/06/08 10:21:20 PM GMT+5:30,53,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,Filter,Multiple pages,5,Maybe,Sometimes,High shipping costs,Often,No,Never,Sometimes,2,Yes,4,5,User-friendly website/app interface,I don't have any problem with Amazon,625564
2023/06/04 9:48:15 PM GMT+5:30,51,Others,Once a month,Beauty and Personal Care;Home and Kitchen;others,Yes,Rarely,Filter,First page,5,Yes,Rarely,Changed my mind or no longer need the item,Never,Yes,Occasionally,Yes,4,Yes,3,2,Customer service,.,123187
2023/06/06 7:17:17 PM GMT+5:30,6,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Multiple times a day,Filter,First page,2,No,Rarely,High shipping costs,Sometimes,No,Rarely,Sometimes,2,No,3,4,Product recommendations,I don't have any problem with Amazon,643051
2023/06/12 4:02:02 PM GMT+5:30,23,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,nan,First page,2,No,Sometimes,Found a better price elsewhere,Never,No,Moderately,Sometimes,1,Sometimes,5,3,Wide product selection,Shipping speed and reliability,887218
2023/06/09 4:30:40 PM GMT+5:30,14,Male,Few times a month,Clothing and Fashion;others,Sometimes,Few times a week,categories,First page,5,Maybe,Always,others,Rarely,No,Heavily,No,1,Sometimes,1,2,Customer service,I have no problem with Amazon yet. But others tell me about the refund issues ,243660
2023/06/05 12:37:54 AM GMT+5:30,53,Others,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,nan,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Never,Yes,Rarely,Yes,2,No,1,5,User-friendly website/app interface,I have no problem with Amazon yet. But others tell me about the refund issues ,964979
2023/06/11 10:43:19 PM GMT+5:30,38,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple times a day,Keyword,Multiple pages,5,No,Rarely,Changed my mind or no longer need the item,Never,Yes,Moderately,No,2,Sometimes,5,4,Wide product selection,Nothing,242953
2023/06/11 11:25:09 PM GMT+5:30,26,Female,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Multiple times a day,Keyword,First page,1,Yes,Rarely,Changed my mind or no longer need the item,Never,Yes,Rarely,Sometimes,4,Sometimes,3,5,User-friendly website/app interface,No problems with Amazon,814763
2023/06/08 5:28:47 PM GMT+5:30,4,Male,Once a month,Home and Kitchen;others,Sometimes,Rarely,others,First page,2,No,Rarely,others,Never,No,Never,No,5,No,1,1,Product recommendations,I don't have any problem with Amazon,784492
2023/06/11 11:09:33 PM GMT+5:30,54,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion,No,Rarely,categories,First page,4,Yes,Never,others,Sometimes,Yes,Rarely,Sometimes,1,Yes,4,4,Customer service ,I have no problem with Amazon yet. But others tell me about the refund issues ,953719
2023/06/06 7:42:13 PM GMT+5:30,59,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Rarely,nan,Multiple pages,2,No,Often,Changed my mind or no longer need the item,Sometimes,No,Moderately,No,5,No,2,1,Customer service ,.,255924
2023/06/04 7:23:21 PM GMT+5:30,67,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Multiple times a day,Filter,First page,4,Maybe,Sometimes,Changed my mind or no longer need the item,Often,No,Occasionally,Yes,3,Yes,1,1,.,Add more familiar brands to the list,542279
2023/06/08 5:16:17 PM GMT+5:30,17,Others,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Filter,First page,5,Maybe,Often,others,Always,No,Rarely,Yes,4,No,5,4,Wide product selection,Product quality and accuracy,160509
2023/06/05 9:56:08 PM GMT+5:30,13,Others,Multiple times a week,Clothing and Fashion;others,Yes,Few times a month,nan,First page,2,Yes,Often,Found a better price elsewhere,Always,No,Occasionally,Sometimes,2,Sometimes,4,3,Customer service ,Scrolling option would be much better than going to next page,502599
2023/06/09 9:37:44 AM GMT+5:30,39,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,categories,Multiple pages,3,No,Rarely,Found a better price elsewhere,Sometimes,Yes,Never,Yes,3,Yes,2,5,All the above,I have no problem with Amazon yet. But others tell me about the refund issues ,809587
2023/06/06 10:19:05 AM GMT+5:30,30,Others,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen,No,Few times a week,nan,First page,5,No,Always,Found a better price elsewhere,Often,Yes,Rarely,Sometimes,3,Sometimes,3,1,Product recommendations,User interface ,532584
2023/06/09 3:26:38 PM GMT+5:30,18,Male,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,categories,Multiple pages,4,Yes,Rarely,Found a better price elsewhere,Often,No,Moderately,Yes,4,Sometimes,2,1,.,Add more familiar brands to the list,376870
2023/06/06 6:45:07 PM GMT+5:30,5,Female,Once a week,Groceries and Gourmet Food;Home and Kitchen,Yes,Few times a month,nan,First page,1,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Moderately,No,2,No,4,3,Customer service,User interface of app,507514
2023/06/06 6:44:50 PM GMT+5:30,9,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Multiple times a day,nan,Multiple pages,2,Yes,Sometimes,High shipping costs,Always,Yes,Occasionally,Yes,5,Sometimes,3,3,Product recommendations,Shipping speed and reliability,811822
2023/06/05 1:43:00 PM GMT+5:30,20,Male,Multiple times a week,Home and Kitchen,Sometimes,Rarely,categories,First page,2,Yes,Often,High shipping costs,Often,No,Rarely,No,1,Yes,4,4,Customer service,Scrolling option would be much better than going to next page,132520
2023/06/08 5:19:41 PM GMT+5:30,43,Male,Once a month,others,Yes,Few times a week,Keyword,First page,5,No,Rarely,Changed my mind or no longer need the item,Never,Yes,Heavily,No,3,Yes,1,5,User-friendly website/app interface,Add more familiar brands to the list,269526
2023/06/11 10:52:47 PM GMT+5:30,18,Male,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Rarely,categories,First page,4,Maybe,Always,Changed my mind or no longer need the item,Sometimes,No,Moderately,Yes,2,Yes,2,1,Wide product selection,.,993504
2023/06/07 12:01:15 PM GMT+5:30,65,Others,Few times a month,Home and Kitchen;others,Yes,Few times a week,others,First page,1,No,Sometimes,Found a better price elsewhere,Often,Yes,Occasionally,Yes,2,Sometimes,4,4,Product recommendations,.,560098
2023/06/05 2:10:33 PM GMT+5:30,23,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion,Yes,Rarely,categories,First page,2,Maybe,Always,High shipping costs,Never,Yes,Rarely,Sometimes,5,Sometimes,1,3,Customer service,Reducing packaging waste,376132
2023/06/04 6:31:41 PM GMT+5:30,32,Others,Once a week,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Few times a month,Filter,First page,2,Maybe,Always,others,Often,No,Heavily,Sometimes,2,No,5,3,Wide product selection,Nothing,751274
2023/06/08 5:39:54 PM GMT+5:30,41,Others,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,No,Multiple times a day,others,First page,4,No,Sometimes,Found a better price elsewhere,Always,Yes,Heavily,Yes,1,Yes,3,4,Customer service ,UI,251094
2023/06/09 2:23:45 PM GMT+5:30,34,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a week,Filter,Multiple pages,2,No,Always,Found a better price elsewhere,Often,Yes,Rarely,No,1,Sometimes,4,1,All the above,Scrolling option would be much better than going to next page,485404
2023/06/04 7:33:12 PM GMT+5:30,33,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Few times a week,nan,First page,2,No,Often,Changed my mind or no longer need the item,Never,Yes,Moderately,Sometimes,4,Sometimes,4,3,Competitive prices,Reducing packaging waste,778126
2023/06/11 10:47:42 PM GMT+5:30,40,Female,Once a month,Beauty and Personal Care;others,Sometimes,Few times a month,categories,First page,4,Maybe,Sometimes,others,Rarely,No,Occasionally,Sometimes,5,Sometimes,5,2,Wide product selection,No problems with Amazon,842561
2023/06/11 11:08:35 PM GMT+5:30,37,Male,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Multiple times a day,Keyword,First page,2,Maybe,Always,Found a better price elsewhere,Rarely,No,Occasionally,Yes,5,No,5,5,Customer service ,User interface ,526438
2023/06/06 7:21:26 PM GMT+5:30,54,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;others,Yes,Multiple times a day,nan,Multiple pages,4,Yes,Sometimes,Found a better price elsewhere,Always,No,Never,Sometimes,1,Yes,3,5,Wide product selection,Quality of product is very poor according to the big offers,855229
2023/06/07 1:04:07 PM GMT+5:30,14,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Multiple times a day,categories,First page,5,No,Always,High shipping costs,Sometimes,No,Rarely,No,5,No,2,3,.,Scrolling option would be much better than going to next page,408749
2023/06/07 11:41:56 AM GMT+5:30,5,Others,Once a month,Beauty and Personal Care,No,Few times a month,nan,Multiple pages,4,Maybe,Always,Found a better price elsewhere,Sometimes,No,Rarely,No,3,Sometimes,5,2,All the above,Product quality and accuracy,253487
2023/06/07 2:23:02 PM GMT+5:30,35,Male,Few times a month,Beauty and Personal Care,No,Rarely,Filter,Multiple pages,2,Yes,Always,Changed my mind or no longer need the item,Always,Yes,Never,No,4,Yes,3,1,Product recommendations,User interface ,910029
2023/06/09 9:35:19 AM GMT+5:30,56,Female,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion,Sometimes,Few times a week,Keyword,Multiple pages,2,Yes,Rarely,others,Never,Yes,Moderately,Sometimes,4,No,4,3,Customer service ,No problems with Amazon,710300
2023/06/05 10:07:33 PM GMT+5:30,55,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,others,Multiple pages,3,Yes,Always,High shipping costs,Sometimes,Yes,Moderately,Yes,4,No,1,2,User-friendly website/app interface,Scrolling option would be much better than going to next page,167049
2023/06/12 3:53:28 PM GMT+5:30,8,Female,Once a month,Groceries and Gourmet Food;Home and Kitchen,No,Multiple times a day,others,Multiple pages,5,No,Rarely,Found a better price elsewhere,Often,Yes,Heavily,No,2,Sometimes,2,5,All the above,Nothing,846374
2023/06/06 6:45:33 PM GMT+5:30,44,Others,Less than once a month,others,Sometimes,Multiple times a day,Keyword,Multiple pages,2,Maybe,Never,High shipping costs,Sometimes,Yes,Occasionally,Yes,2,No,2,4,User-friendly website/app interface,Irrelevant product suggestions,822590
2023/06/05 10:05:25 PM GMT+5:30,23,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,No,Rarely,nan,First page,1,Yes,Sometimes,High shipping costs,Always,No,Rarely,No,2,Yes,5,1,Product recommendations,I don't have any problem with Amazon,532521
2023/06/08 5:14:30 PM GMT+5:30,60,Prefer not to say,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,Keyword,First page,3,Yes,Never,others,Never,Yes,Occasionally,Sometimes,4,Yes,1,2,.,I don't have any problem with Amazon,281337
2023/06/08 5:57:03 PM GMT+5:30,49,Others,Multiple times a week,Clothing and Fashion;others,Sometimes,Few times a week,Filter,First page,1,Yes,Always,Changed my mind or no longer need the item,Rarely,No,Occasionally,Sometimes,2,Yes,2,3,All the above,Irrelevant product suggestions,616618
2023/06/06 8:57:23 PM GMT+5:30,16,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Keyword,First page,5,Yes,Sometimes,others,Sometimes,No,Rarely,Sometimes,2,Yes,5,5,Quick delivery,User interface of app,850922
2023/06/05 12:37:54 AM GMT+5:30,38,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,categories,First page,1,Yes,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Never,Yes,4,Yes,1,5,All the above,Product quality and accuracy,949264
2023/06/05 8:43:26 AM GMT+5:30,11,Female,Once a week,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,nan,Multiple pages,5,Maybe,Often,Changed my mind or no longer need the item,Sometimes,No,Rarely,Sometimes,4,Yes,5,2,.,User interface ,832593
2023/06/11 10:45:34 PM GMT+5:30,62,Prefer not to say,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,nan,First page,3,No,Sometimes,High shipping costs,Rarely,Yes,Occasionally,Sometimes,5,Sometimes,1,2,Product recommendations,Shipping speed and reliability,691024
2023/06/06 6:32:00 PM GMT+5:30,39,Female,Less than once a month,Home and Kitchen;others,No,Multiple times a day,Keyword,First page,5,No,Never,others,Never,No,Moderately,No,1,No,4,4,Quick delivery,Scrolling option would be much better than going to next page,768052
2023/06/11 9:31:41 AM GMT+5:30,56,Others,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,Keyword,Multiple pages,1,Yes,Often,others,Often,No,Moderately,Sometimes,4,Sometimes,5,2,Wide product selection,Add more familiar brands to the list,715383
2023/06/05 7:04:21 PM GMT+5:30,20,Others,Once a week,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Rarely,others,Multiple pages,2,No,Rarely,others,Sometimes,Yes,Occasionally,No,4,Sometimes,5,3,Wide product selection,.,757466
2023/06/09 10:23:45 AM GMT+5:30,14,Female,Multiple times a week,Beauty and Personal Care;others,No,Multiple times a day,Filter,First page,3,No,Sometimes,others,Often,No,Never,No,4,No,3,3,User-friendly website/app interface,Scrolling option would be much better than going to next page,639551
2023/06/07 6:30:43 PM GMT+5:30,54,Prefer not to say,Less than once a month,Clothing and Fashion,No,Few times a week,nan,First page,3,No,Rarely,High shipping costs,Never,Yes,Rarely,Sometimes,1,Yes,1,1,Wide product selection,Scrolling option would be much better than going to next page,584348
2023/06/06 6:46:21 PM GMT+5:30,24,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,No,Few times a month,Keyword,First page,1,Yes,Never,High shipping costs,Never,No,Never,Sometimes,4,No,4,5,Competitive prices,No problems with Amazon,495366
2023/06/07 1:05:41 PM GMT+5:30,64,Prefer not to say,Once a month,Beauty and Personal Care,No,Few times a month,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,Sometimes,5,No,4,3,All the above,Irrelevant product suggestions,251238
2023/06/09 7:26:02 PM GMT+5:30,55,Others,Few times a month,Beauty and Personal Care;Home and Kitchen,No,Few times a month,others,Multiple pages,2,Maybe,Always,others,Rarely,No,Occasionally,Sometimes,1,Yes,4,2,.,Customer service responsiveness,649955
2023/06/07 6:20:53 PM GMT+5:30,55,Female,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Rarely,Filter,First page,4,No,Often,others,Rarely,Yes,Occasionally,Sometimes,2,Sometimes,2,4,All the above,Shipping speed and reliability,936046
2023/06/12 2:43:30 PM GMT+5:30,55,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Few times a week,Filter,Multiple pages,3,Maybe,Always,Found a better price elsewhere,Sometimes,No,Heavily,Yes,3,No,2,5,Customer service,Nothing,614749
2023/06/07 3:58:52 PM GMT+5:30,11,Prefer not to say,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,No,Few times a week,categories,First page,5,No,Often,others,Never,Yes,Rarely,No,3,No,2,2,Competitive prices,User interface of app,818090
2023/06/05 2:10:33 PM GMT+5:30,61,Female,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a month,Keyword,First page,4,Maybe,Rarely,High shipping costs,Rarely,No,Heavily,Sometimes,2,Sometimes,4,4,Competitive prices,User interface of app,837312
2023/06/05 12:37:54 AM GMT+5:30,60,Others,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Rarely,Keyword,First page,1,Maybe,Always,others,Rarely,Yes,Heavily,Yes,3,Yes,3,4,All the above,Reducing packaging waste,500272
2023/06/08 5:38:57 PM GMT+5:30,7,Prefer not to say,Once a month,Beauty and Personal Care;others,Yes,Rarely,nan,First page,3,Maybe,Rarely,High shipping costs,Always,No,Occasionally,Sometimes,4,Yes,5,3,Quick delivery,Customer service responsiveness,661679
2023/06/06 2:07:12 PM GMT+5:30,48,Female,Less than once a month,Beauty and Personal Care;others,Sometimes,Few times a month,nan,Multiple pages,1,Yes,Rarely,Changed my mind or no longer need the item,Always,No,Occasionally,Sometimes,3,Sometimes,5,3,Product recommendations,Nil,208261
2023/06/07 10:16:22 PM GMT+5:30,8,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Keyword,Multiple pages,5,Yes,Sometimes,Found a better price elsewhere,Never,No,Rarely,Yes,2,No,1,5,Customer service ,Product quality and accuracy,419044
2023/06/08 5:52:44 PM GMT+5:30,61,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Multiple times a day,categories,First page,2,Yes,Rarely,others,Never,No,Rarely,Yes,5,Sometimes,5,5,Quick delivery,Nothing,874807
2023/06/07 9:18:55 PM GMT+5:30,21,Male,Once a week,Groceries and Gourmet Food;Home and Kitchen;others,No,Few times a week,nan,Multiple pages,4,Yes,Rarely,Changed my mind or no longer need the item,Often,No,Never,No,5,Yes,1,3,All the above,Scrolling option would be much better than going to next page,946983
2023/06/12 4:02:02 PM GMT+5:30,25,Male,Few times a month,Beauty and Personal Care;Home and Kitchen;others,No,Multiple times a day,others,Multiple pages,5,Maybe,Often,Changed my mind or no longer need the item,Rarely,No,Occasionally,No,3,Sometimes,5,2,Customer service ,Quality of product is very poor according to the big offers,710653
2023/06/06 7:31:34 PM GMT+5:30,58,Male,Once a week,Home and Kitchen;others,No,Few times a week,categories,Multiple pages,4,No,Sometimes,Found a better price elsewhere,Often,Yes,Moderately,Yes,1,No,4,1,.,Customer service responsiveness,802529
2023/06/04 7:23:21 PM GMT+5:30,9,Female,Multiple times a week,Beauty and Personal Care;others,Yes,Multiple times a day,others,Multiple pages,2,Maybe,Always,others,Never,Yes,Never,Yes,2,Yes,1,2,Wide product selection,User interface of app,302203
2023/06/05 10:37:36 AM GMT+5:30,8,Others,Multiple times a week,Home and Kitchen;others,No,Rarely,Keyword,First page,2,Yes,Never,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,5,Yes,3,2,.,No problems with Amazon,342549
2023/06/08 5:48:55 PM GMT+5:30,54,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;others,Sometimes,Rarely,others,First page,5,No,Always,High shipping costs,Always,No,Never,No,4,No,3,3,All the above,Shipping speed and reliability,921502
2023/06/08 5:31:03 PM GMT+5:30,4,Others,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a week,Keyword,Multiple pages,4,Yes,Always,Changed my mind or no longer need the item,Often,No,Heavily,Yes,4,Sometimes,4,5,Customer service ,UI,939707
2023/06/07 6:20:53 PM GMT+5:30,12,Male,Once a month,Clothing and Fashion;others,Sometimes,Few times a month,Filter,Multiple pages,1,No,Always,Found a better price elsewhere,Always,Yes,Heavily,Sometimes,3,Sometimes,5,4,Product recommendations,Customer service responsiveness,342826
2023/06/04 8:54:36 PM GMT+5:30,53,Others,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,others,Multiple pages,3,No,Sometimes,Found a better price elsewhere,Never,No,Occasionally,Yes,5,Sometimes,3,5,Competitive prices,Customer service responsiveness,897213
2023/06/05 11:20:41 AM GMT+5:30,37,Female,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,Yes,Few times a week,others,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Always,No,Occasionally,No,1,No,2,2,User-friendly website/app interface,.,798306
2023/06/05 8:07:52 PM GMT+5:30,43,Others,Few times a month,Groceries and Gourmet Food;Clothing and Fashion,Yes,Few times a month,others,Multiple pages,1,No,Sometimes,High shipping costs,Always,No,Never,Yes,2,No,4,5,Wide product selection,I have no problem with Amazon yet. But others tell me about the refund issues ,992074
2023/06/09 3:17:31 PM GMT+5:30,48,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion,No,Few times a month,categories,Multiple pages,4,No,Often,Changed my mind or no longer need the item,Often,No,Moderately,No,4,Sometimes,2,1,All the above,Shipping speed and reliability,809126
2023/06/11 11:15:03 PM GMT+5:30,43,Prefer not to say,Multiple times a week,others,No,Rarely,others,Multiple pages,4,Maybe,Always,others,Never,No,Heavily,No,5,No,3,3,Competitive prices,Nil,745971
2023/06/07 2:40:30 PM GMT+5:30,26,Others,Few times a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,others,Multiple pages,3,No,Never,Changed my mind or no longer need the item,Often,Yes,Rarely,Yes,3,Yes,1,5,Competitive prices,Scrolling option would be much better than going to next page,975671
2023/06/04 8:54:36 PM GMT+5:30,22,Male,Few times a month,Clothing and Fashion;others,Yes,Multiple times a day,nan,First page,2,No,Never,others,Often,Yes,Occasionally,No,2,Yes,5,2,Quick delivery,Irrelevant product suggestions,255235
2023/06/08 10:41:11 PM GMT+5:30,47,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Rarely,nan,Multiple pages,4,No,Never,others,Often,No,Never,No,4,Yes,2,2,Competitive prices,Scrolling option would be much better than going to next page,651795
2023/06/05 1:37:01 PM GMT+5:30,45,Female,Once a month,Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,categories,First page,1,Yes,Rarely,Changed my mind or no longer need the item,Sometimes,Yes,Rarely,No,2,No,1,4,Product recommendations,Scrolling option would be much better than going to next page,553776
2023/06/07 10:16:22 PM GMT+5:30,16,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,others,First page,1,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Never,Yes,3,Yes,2,3,Product recommendations,Nil,770641
2023/06/11 10:45:34 PM GMT+5:30,25,Male,Less than once a month,Clothing and Fashion;Home and Kitchen,No,Multiple times a day,others,First page,5,No,Sometimes,High shipping costs,Often,No,Moderately,Yes,1,Sometimes,4,5,Wide product selection,Nothing,596557
2023/06/09 3:26:38 PM GMT+5:30,67,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a week,nan,First page,2,Yes,Always,Found a better price elsewhere,Always,Yes,Moderately,Yes,5,Sometimes,5,5,.,I don't have any problem with Amazon,923152
2023/06/08 5:14:30 PM GMT+5:30,20,Female,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,categories,First page,3,Yes,Often,others,Rarely,No,Moderately,No,3,Sometimes,1,5,.,User interface ,415891
2023/06/09 3:26:38 PM GMT+5:30,36,Prefer not to say,Once a week,Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,categories,First page,4,No,Always,Found a better price elsewhere,Sometimes,No,Moderately,Sometimes,1,Yes,3,2,User-friendly website/app interface,I don't have any problem with Amazon,816716
2023/06/11 10:58:52 PM GMT+5:30,45,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Filter,First page,2,Yes,Always,High shipping costs,Never,Yes,Rarely,No,1,No,5,2,Wide product selection,No problems with Amazon,367080
2023/06/08 5:16:17 PM GMT+5:30,47,Prefer not to say,Less than once a month,Clothing and Fashion;others,Sometimes,Few times a month,Filter,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Always,No,Moderately,No,2,Sometimes,1,2,Product recommendations,.,468087
2023/06/06 7:19:43 PM GMT+5:30,61,Female,Multiple times a week,Home and Kitchen,Yes,Few times a week,Keyword,First page,4,No,Rarely,others,Sometimes,Yes,Rarely,Yes,3,Yes,5,4,Customer service,No problems with Amazon,804665
2023/06/11 11:10:59 PM GMT+5:30,60,Others,Once a week,Beauty and Personal Care,No,Few times a month,Filter,First page,3,Yes,Never,Changed my mind or no longer need the item,Never,No,Moderately,Yes,5,Yes,5,4,Product recommendations,User interface of app,111220
2023/06/05 8:06:04 PM GMT+5:30,46,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,1,Maybe,Never,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,No,4,1,Competitive prices,I have no problem with Amazon yet. But others tell me about the refund issues ,579424
2023/06/09 2:41:53 PM GMT+5:30,16,Prefer not to say,Few times a month,Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,others,Multiple pages,1,No,Rarely,High shipping costs,Sometimes,No,Never,Sometimes,5,Yes,5,3,User-friendly website/app interface,Scrolling option would be much better than going to next page,744035
2023/06/08 5:31:03 PM GMT+5:30,62,Others,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,Yes,Multiple times a day,nan,Multiple pages,2,No,Always,others,Rarely,No,Rarely,Yes,1,Sometimes,1,1,Customer service,User interface ,292334
2023/06/07 12:44:27 PM GMT+5:30,20,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,No,Few times a month,categories,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Never,Yes,Occasionally,Yes,4,Yes,3,3,.,Reducing packaging waste,126293
2023/06/07 12:01:15 PM GMT+5:30,50,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Rarely,categories,Multiple pages,1,Yes,Often,others,Often,Yes,Heavily,Sometimes,5,No,5,1,User-friendly website/app interface,Reducing packaging waste,555975
2023/06/08 5:20:43 PM GMT+5:30,56,Female,Less than once a month,Beauty and Personal Care;Home and Kitchen,No,Multiple times a day,Filter,First page,2,Maybe,Sometimes,others,Rarely,No,Occasionally,Yes,4,No,1,3,Competitive prices,Shipping speed and reliability,474224
2023/06/06 9:39:32 AM GMT+5:30,60,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a month,categories,First page,5,Yes,Sometimes,others,Rarely,No,Occasionally,Yes,2,Yes,2,4,Quick delivery,Customer service responsiveness,718667
2023/06/08 5:38:57 PM GMT+5:30,19,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Few times a week,Keyword,First page,5,Maybe,Never,others,Rarely,Yes,Never,Yes,3,Yes,4,3,All the above,Nothing,227651
